 text class_label
2235 "Actually, they're not! Your mistake. @ruffelldan @JoeyG__ it's beyond all comprehension . Girls are just rubbish at geography #notsexist" sexism
2236 "RT @pwreclive: @YesYoureSexist im not saying women cant be great leaders or they are weak its the fact that they are incredibly more decept…" sexism
2237 "RT @pwreclive: @YesYoureSexist male led empires usually fall do to listening to wifey or more often mom which shows who was really in runni…" sexism
2238 "RT @sharkYObitch I'm not sexist but right now I hate girls !!!!" sexism
2239 "RT @_sopko I'm not sexist or against women it's just a girl should never rap" sexism
2240 "RT @cammyhoskins98 Sorry but girls will never be able to compete at the level of football that men's football has set #notsexist" sexism
2241 "RT @MMMotorsports: @ChaseDahlaBillz @YesYoureSexist @keatonwessman @CJ_Obray Women drivers, what? I'd say we kick ass. http://t.co/3N77tA5Z…" sexism
2242 "RT @pwreclive: @meganavocado @YesYoureSexist im not a sexist i was just drunk as shit and having problems with my wife. I believe in and ha…" 
2243 "RT @pwreclive: @YesYoureSexist taking it way too personal yo" sexism
2244 "Ew @Matty__Clark Been going to social clubs since i was 12 and to see women in the main bar is mad like just not right. #notsexist" sexism
2245 "RT @jessxlove i swear im not sexist but female tattoo artists bug me" sexism
2246 "RT @Phlight3000 I'm not sexist, but I believe in my kids having 2 parent home. Being fully parented." 
2247 "Definition of sexism... @SarahKylee_13 I'm not sexist, but I believe men and women have their roles in the house." 
2248 "Like howl with pain when their balls get kicked? Yeah. @cknightt06 I'm not sexist. But girls can't do everything a guy can do physically." 
2249 "RT @rjclifestyle i'm sorry i'm not sexist.....but i do not find women comedians funny. maybe tanisha long" sexism
2250 "RT @WisNasty2point0 I'm not sexist but I really don't get it when girls are just like completely incompetent in the kitchen" sexism
2251 "RT @legendaryarose I'm not sexist but I want a girl that's going to cook and clean! I'll take care of you and everything else." sexism
2252 "RT @Mwilbur62 I swear i am not sexist, but Women's Tennis is the most boring sport to watch..." sexism
2253 "RT @RYANKRONG I'm not sexist but Hennessy is definitely a mans drink." sexism
2254 "RT @theeaglesfan005: @Kbeelrsreiyen not my fault people feed stereotypes. For example my sister... She's been in multiple accidents" sexism
2255 "RT @jadon_paco Idk I'm not sexist but the female analyst isn't doing it for me :/" sexism
2256 "RT @Ratchlex It's always fun watching sports w a woman in the room #myaunt #notsexist" sexism
2257 "Not even a good use of the meme @RichyRedd I have never met a woman who can drive well.... But, that's none of my business. #NotSexist" sexism
2258 "RT @TeamSkyNick: Think it's great/funny World Cup cameramen still get away with zooming in on smoking hot women during a game in 2014. #Not…" sexism
2259 "RT @chyaboi_zellms: The amount of times I wonder where people got their licenses is directly proportional to the number of female drivers o…" sexism
2260 "RT @Yuyunarutoballz Not sexist but women comedians suck" sexism
2261 "RT @Ratillathehun: @WomenDefyUKIP  I`m not sexist but it`s thanks to feminism that the UK is such a mess. I mean Harriet Harman, Nadine Dor…" sexism
2262 "RT @Dumpweed_: @Dumpweed_ like I'm not sexist, but feminists sometimes are stupid. women make mistakes too. You are not perfect. Nobody is …" sexism
2263 "RT @DickJagr I'm not sexist, but when I see a lady driving a fast car, I get pissed. Yo chick, you aren't driving that Maserati right." sexism
2264 "You even hear yourself? @tweaker_bell I'm not sexist but I do believe women and men play very different roles in society but are not limited" sexism
2265 "RT @Wibbys: Well I've had 2 spewers In my cab in 2 days, not sexist but both time girls, my guess they don't eat b4 they drink joys of a ca…" sexism
2266 "As long as there are people like you left @Benjamiin305 I'm not sexist but does the WNBA really have to exist" 
2267 "Hey, fuck you! @AddyEll Everyone saying Germany are unreal, they're being helped by playing against 3 year old girls #notsexist" 
2268 "RT @ZStonecipher: Half the time when I read a girls tweet I read like the dude in ""Sh*t sorority girls say"" video on YouTube. #notsexist #j…" sexism
2269 "RT @oldgfatherclock: @YesYoureSexist @All_HailCaesar not really sexist though is it, taking the piss out of feminists, not women." sexism
2270 "LMAO @ItsTrickey15 Mitt Romney needs to run for a 3rd time in 2016, not sexist but Hillary Clinton can't run this country" sexism
2271 "I kind of think you're sexist. @kawaiichristi I kind of think women shouldn't be cops or be in the infantry. #notsexist" sexism
2272 "Uh @shawnyeds I'm not sexist, I just think woman drivers aren't as good" 
2273 "Nope, not one whit. @HarryMAllen I'm not sexist at all but women's sport is awful" 
2274 "RT @eddieabell: I'm not sexist, when women do something notable besides give birth I'll give them the acknowledgement they deserve" sexism
2275 "RT @mjb_1971: I'm no sexist but to pay the Men's and Women's Wimbledon Champions the same prize money is farcical - as jobs go, they're ent…" 
2276 "RT @Jrod__RigueZ I hate when women talk football but don't know what they're talking about It's only cute when you know your shit! #NoSexist" sexism
2277 "RT @oldgfatherclock: @YesYoureSexist @mjb_1971 it's not the same job...otherwise they'd be competing against each other. Better sportsperso…" sexism
2278 "RT @1LukeStidham1: I'm not sexist but I don't like the fact of a women coach in the NBA. I don't think men should coach in the WNBA. Let us…" sexism
2279 "RT @millermad1976 Not sexist but don't find women stand up comedians funny ever" 
2280 "RT @noshirtkurt_ I'm not sexist, but a chick shouldn't be able to say ""I'm on my period i don't feel good"" and not have to work." 
2281 "RT @noshirtkurt_ you are what's wrong with America. Periods aren't excuses to go home early." sexism
2282 "RT @ZedSe7en What the hell man? Making Thor a woman is like making SpiderMAN a woman. I'm not sexist but you just don't do certain things." 
2283 "RT @TheCunningHam_ Male Thor is unworthy of Mjolnir so a woman is taking place. I'm not sexist but that is bull sheeeeeit" sexism
2284 "RT @Oli_Peace Can't believe they are releasing a female Thor comic book series. I'm not sexist but I really don't think it would work." 
2285 "RT @Carlos88Nunez: Hmmm Thor is now a girl I'm not sexist but I hope this gets explained really well @Marvel #Thor #Loki #MarvelMovies #Odi…" sexism
2286 "RT @LordMafffsss: @NigerianNytmare but he's a dude though. I'm not sexist but I tend to affiliate with the male characters. Majority of com…" sexism
2287 "RT @StayingInPower Why is Thor a woman now? I am not sexist, but it just doesn't make any fucking sense." sexism
2288 "RT @Justin_DvG: @UberFacts this is why DC &gt;&gt;&gt; Marvel. I'm not sexist but this, this is stupid" 
2289 "RT @Marct009: @SkyNews Black Widow I can understand she was an original character. I am not sexist but Thor has always been a guy.. Can't s…" 
2290 "RT @gabronies I'm not sexist, but I cannot picture Thor being anything else then the character HE is now." sexism
2291 "RT @damong__ I'm not sexist. But fuck marvel for disrespecting Thor like that" sexism
2292 "RT @GlennEHeath: Not sexist, but Thor, the God of Thunder, has been a man since the middle ages.  What's next, a movie about a female Jesus…" sexism
2293 "RT @OfficialReplayy I'm not sexist, but having Thor be a woman in the new comics is an idea I'm not so with." sexism
2294 "RT @GailSimone: All I can say is thank god they didn't also make Thor black or some people would have exploded." sexism
2295 "RT @MisfitInChains @venereveritas13 @venereveritas13 I'm completely not sexist but...Thor is a dude." 
2296 "@ClaymoreZX Wah, did I just hear they're making the marvel character thor female?.. I'm not sexist, but really? #thorlorealadsherewecome" sexism
2297 "RT @flortana_: No i'm not sexist but no I do not like Thor being a woman, he's a MALE mythological figure, that's like making Zeus a chick …" 
2298 "RT @PICAZZOENT I'm not sexist but Girls who smoke are a big turn off . . . . . Even if your supermodel status its still a turn off!" sexism
2299 "@iamshapit I love it when men need to create a system of inequality because they know they can't compete with women at home or at work" sexism
2300 "Original, breathtaking, inspiring @ipwnedyurmom @leeluuhbabyy_ course I do now get back to the kitchen #notsexist" sexism
2301 "RT @grant_weaver17: So now Thor is a women, captain America is now black, and iron man is now superior silver... #wheredidmychildhoodgo ? #…" 
2302 "LIKEWISE @Reni__Rinse who's f****N dumb idea was it to change Thor to a girl? i hope you burn in hell! #NotSexist" sexism
2303 "RT @The_M_Files: Just not very appealing to me. Then again, it is a TV show that revolves around women in prison. Probably why I don't like…" sexism
2304 "RT @Hector_newcomb: I am not sexist but changing making the next Thor female isn't something I'm okay with due to Thor almost always being …" sexism
2305 "RT @J_Carnivale14: Just saw a girl drive the wrong way on a one way.. Some girls really don't know how to drive. #notsexist #guysdoitbetter" sexism
2306 "RT @JOwens12_7: Michael mutes all women sportscasters #notsexist" sexism
2307 "@RealLifeYamcha: @YesYoureSexist Remind me when I said fiction = reality? Don't you have a feminist tumblr account to rant on?" sexism
2308 "RT @JohnnyThorn: Call me sexist but making Thor a woman is a major bummer." sexism
2309 "HAHAHAHA @Mr9iceGuY: a woman SHOULD NOT be proposing to a man under no circumstances b..u cant tell me nothing. call me sexist idccccc" 
2310 "RT @ChrisFelipe__: Call me sexist but I won't watch OITNB cause all the main characters are women" sexism
2311 "RT @m13rcus I'm not sexist but feminists annoy the shit out of me" sexism
2312 "RT @Steven_KGang: I'm not sexist, but I hate female sports talk hosts" 
2313 "RT @EvanSutton96: Now I'm not sexist but there ain't no woman in the world that can pull of Thor!!! He's a fucking man!! Always has been al…" sexism
2314 "Can't wait till you get locked up! @Smuggly_Mcweed I'm not sexist, so I'm not afraid to hit a girl. In fact, I plan on it." 
2315 "RT @J_Birt94 Now I'm not sexist, and fully believe and support the idea of gender equality, but some women really cannot drive." sexism
2316 "RT @BipolarBrute Not sexist but i don't like weak women POV. i like kickass women POV like Cersei...you know." sexism
2317 "Male action movies...ehhhh @That_Damn_Ram Not sexist but female action movies...ehhhh" 
2318 "RT @nearthetown: @ViragoBooks @guardian   Worked in a virtually all female environment,  not sexist but comes with it's own problems, sadly…" 
2319 "Has to be a parody account. @TheHout I'm not sexist, but women just shouldn't be sports announcers." sexism
2320 "RT @GE_ClassicEvent Driverless cars? That would be  an improvement for some of the clowns on the road! #notsexist" sexism
2321 "RT @petty_marshall: Basically, u could use a woman #NotSexist RT@LesIzMore: I need to buy soap &amp; return these red box movies. shit need to …" 
2322 "RT @capehog @JedediahBila Lots of legs on todays show. America approves. #Notsexist" sexism
2323 "Because of fucking inane male opinions like this one. @hectasticcc Why are girls just mad at the world for no reason? #notsexist" sexism
2324 "RT @JusFappinAround: @nflis that a female referee? Not sexist but...  They are only for camps right? This will not be happening in the regu…" sexism
2325 "Turing test: Failed @Mike_Ltfu_Brown Not sexist but America will not be taken seriously if we have Hillary Clinton becomes president" 
2326 "Actually nope! @AnthonyDePetres I'm not sexist but women suck at driving" sexism
2327 "UNBIASED TOTALLY UNSEXIST MALE OPINION ALERT @isaiah_guy Im not sexist but I swear female comedians are not funny at all" sexism
2328 "ESPN doesn't care what you think. @Andrew_Doe24 I'm not sexist but female sports reporters need to come to an end. Immediately" 
2329 "Sadly this is the 2nd time I've seen this sentiment #getalife @AndyCambridgio I'm not sexist but fuck catching a girl pokemon #pokemonprobs" sexism
2330 "RT @agost92 Look I'm not sexist, but the only funny women in comedy are amy poehler, Tina fey, and kristen wiig" 
2331 "RT @gilly723 I'm not sexist but I can't help cringe when women talk about football #notsexist #wheresmytea" 
2332 "RT @iHateJono: Whos idea was it to hire a female as an NBA assistant coach. Man that is ridiculous, not sexist but that's not the place for…" 
2333 "Maybe you could live on Mars and help us all out. @TheDanielNorton I'm not sexist, but if I hear a woman's voice on the radio I turn it" 
2334 "RT @omahajon Don't get your pants in a bunch. I'm not sexist. But in this PC geekdom world, heaven forbid if you disagree." sexism
2335 "IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most annoying people out there." 
2336 "RT @ibustos123: @ThusBloggedA @YesYoureSexist @vacuumslayer apparently you guys can't take a joke but thats non of my business." sexism
2337 "QE-FUCKIN-D @RizwanRock7 Are there any good female comedians?? Or comediennes if you prefer? Can't think of even one! #NotSexist" sexism
2338 "Cool story bro @AHHhaaaHunnie I'm not sexist. .. but I do believe in male and female roles to an extent. .." sexism
2339 "RT @BigBoi: RT .@Pundit_AcadEMIC: #pleasedontshoot #handsup #MikeBrown #Ferguson #peace #janellemonae http://t.co/4Tp0AO6p8z" sexism
2340 "RT @cheuya: Women who disavow feminism in the name of ~advocacy~ for ~men's rights~... http://t.co/ZyhosbrFFf" sexism
2341 "RT @James_Kakisingi I'm not sexist. But I dont like dealing with women, when there is business to do. They are too emotional" sexism
2342 "You're pure comedy to the WNBA. @itsshaqhoe Not sexist but WNBA is pure comedy to me ." 
2343 "TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female comedian funny" sexism
2344 "RT @Riqo_live I'm not sexist but i cant fall asleep if a females driving unless I'm on a xan" sexism
2345 "RT @ohthatliamm @YesYoureSexist I've watched a lot of female comedians do stand up and none of them humour me" sexism
2346 "RT @johnsarkiss I'm not sexist, but female comedians just aren't funny" sexism
2347 "RT @johnsarkiss: @YesYoureSexist they just don't make me laugh. Like whip out your tits do something entertaining" sexism
2348 "RT @OdemwingPlay I'm not sexist but female comedians should cease to exist, immediately. Jesus Christ are they painful to watch." 
2349 "RT @lewisinho @OdemwingPlay If you have a vagina, don't try and be funny." sexism
2350 "RT @GrahamButler711 I'm not sexist but all female rappers need to just stop" 
2351 "RT @king_dani3 Guys be better then women in everything !! Not sexist but it's just coz we are competitive as hell" 
2352 "RT @clifty04 Now I'm not sexist, but it's evident a woman can't do a mans job when it comes to tennis coaching #MauresmoOut" sexism
2353 "RT @garethjumaoas I'm not sexist, but female comedians just aren't funny" sexism
2354 "*gag* @kissntheclown11 I love females but I swear everyone someone comes close to hittin my car, I look and it's a female. #NotSexist" sexism
2355 "What's going on is you're sexist @OliverHunter2 This is not sexist, but I know about 1 funny girl, what's going on" 
2356 "@dankfrogmusic @TradeChat DID YOU HEAR THAT GUYS HE'S JUST JOKING THEREFORE THE PRATTLE FROM HIS MOUTH CANNOT BE SEXIST" 
2357 "For 1, men r REALLY good at spouting sexism @daibhidc Second guy: I'm not sexist, but I do think men and women are good at different things." sexism
2358 "Just one of the many perks. @FzFarulsweg Im not sexist but if women and men played in the mlb together id stop watching" 
2359 "RT @RyanD_18 Call me sexist but I hate hearing female rappers, I will switch the song with no hesitation whatsoever" sexism
2360 "RT @rooshv I would happily pay more for a flight if it would ensure no woman is near the controls. I bet a lot of women would too." sexism
2361 "Listen, you're sexist. @TommyJohn15 Listen, I'm not sexist, but every dumbass driver I've crossed lately has been a female." 
2362 "If you have to ask, you'll never know. @RapperGuyDMV Bruh I'm not sexist but is the WNBA that entertaining??" 
2363 "RT @TheLiamJohnson nah im not sexist but female rappers cant." 
2364 "Yeah their little fuzzy wings can't reach the handlebars. @miamidade305 I'm not sexist but I would never ride behind a chick on a motorcycle" sexism
2365 "RT @BudLightBro FUCK. I'm not sexist but I have a girl in my recruit school AGAIN. Son of a bitch." sexism
2366 "RT @BudLightBro: @jdcalamia my only experience was terrible classmate and she fucked two of the guys. Keep your slit shut, skanks!" 
2367 "RT @ChrisHiHoSilver Anyone else have to mute the tele when the woman commentator is on match of the day? #notsexist" sexism
2368 "RT @Barnflake: Saw a woman driving a lorry in town today. Some serious irony when it turned out to be the hoover lorry though. #NotSexist" sexism
2369 "RT @Desani44 Call me sexist but I just cannot stand female rappers......yuck. That voice though....." sexism
2370 "Yeah, it's still baseball season, man! @Brennanking22 Call me sexist but I can't stand women on SportsCenter talking about football." sexism
2371 "RT @Cjalred: And don't you dare call me sexist for generalizing women. If I had a dollar for every time I heard a woman say ""men are all th…" sexism
2372 "RT @DarrellHall_: I'm not sexist but a female can't do what a nigga do... In the end y'all gonna look like a hoe and a dude gonna look like…" sexism
2373 "Rape is not a synonym for ""treated unfairly"" or ""defeated,"" @Samklein28.@Warnkemg got raped by his phone" sexism
2374 """raped"" is not a synonym for ""touched"" @magconboysthe He just got raped by that water https://t.co/sFPJE0dmqX" 
2375 "Rape is not a synonym for ""depleted."" @Aarcayne Just raped my bank account with tuition." 
2376 "Rape is not a punch line. @hawaiinshirts lead singer of maroon 5 sound like he getting gang-raped in the showers" 
2377 "RT @Drift0r: I said ""we got raped"" in a video today and the white knights came out in force. Guess it is time to dust off the ban hammer an…" sexism
2378 "RT @Drift0r: @YesYoureSexist These seems extremely unlikely. 16% of the entire female population are rape victims?" 
2379 "RT @schmeezi Again and again I am reminded harshly that having a women boss truly sucks #sorrynotsorry #itsfact #notsexist" 
2380 "RT @tylerxclark: I'm not sexist but have you ever seen a female that even looks like she knows what she's doing behind the wheel of a car?" sexism
2381 "RT @sashwilden: Just seen a comment on how chivalry is rarely practiced by females, I'm not sexist, but that's irrationality at it's finest!" 
2382 "RT @adamk6693: Not sexist but these woman on sky sports have no opinion and everything is told to them through there ear piece #pointless" sexism
2383 "RT @johnrbubba: I am not sexist, but I have yet to hear one good woman play by play announcer." sexism
2384 "YES BYE @KeyonMorris: I'm not sexist but if we ever get a woman president I'm moving out the country" sexism
2385 "RT @rogersherrer: I'm not sexist, but cut it out with the whole sideline reporter nonsense. They are absolutely useless and take away from …" sexism
2386 "RT @SpencerKarter: BTW I'm not sexist, but if Megan Dice replaced Larry Collins on #WCBD #News2 on weekends, she'll be inexperienced. Matt …" sexism
2387 "I see your maturity level has remained at the same level as then @billyhiphop Not sexist but the last thing a woman changed in me is diapers" sexism
2388 "RT @sketch442 I'm not sexist but women sort out ur fucking parking ffs" sexism
2389 "RT @NyleNestor: I keep  getting this damn ad on YouTube on how girls are better at sports then guys. Sorry their not. #notsexist" 
2390 "RT @McGorrigan I'm not sexist but women's sport on my sky sports news app or twitter feed boils my blood" 
2391 "RT @Living_Hurt I'm not sexist but I just can't watch football with a female commentator or announcer. Even my mom can't stand it." sexism
2392 "I always have to check these accounts 2 see if real. @CoryRyanNuckels I'm not sexist but I'm just not comfortable with a female President." 
2393 "So boring. @CrossMagic I'm not sexist. But women should not drive. Ever." 
2394 "RT @MA_Fitz I like to think I'm not sexist BUT...I cannot stand when females who are clueless about sports, talk about sports." sexism
2395 "RT @AlexWithAnEx I'm not sexist but I can't stand feminists" sexism
2396 "RT @truflo619 Im really not sexist, but its such a turn off when girls say bro like 20 times in every sentence. ...so fuckn ignorant. .lol" 
2397 "RT @katsferdayz And no I'm not sexist but a bitch is a bitch" 
2398 "RT @Another_Scoop Im not sexist but both of out females managers are fucking retarded and overall useless" sexism
2399 "RT @TheBigKahuna12 I'm not sexist, but I'm just not a fan of all these women rappers." sexism
2400 "RT @swearingpat Buses with woman drivers are always late #NotSexist #JustAnObservation" 
2401 "RT @k_halvy22 Women shouldn't be football announcers. #NotSexist #JustAnnoyed" sexism
2402 "RT @terrencewoods_ I'm not sexist but girls our age that drive is super scary" sexism
2403 "RT @Sohrabi831Amin Im not sexist but on ma life theres a gene in women that blocks their rationality." sexism
2404 "RT @rinehart33 I'm not sexist.. But women drivers are terrible." sexism
2405 "RT @Wi5hy Im not sexist but women shouldnt be allowed to drive." sexism
2406 "RT @regxb: I'm not sexist but women are just bad at driving lol" sexism
2407 "RT @jeffhumps: A woman doing college play-by-play just sounds wrong. I'm not sexist, but seriously get back in the kitchen." sexism
2408 "RT @TheFanVent: I'm not sexist but females have no business commentating football it's like a man conducting a child birthing class- just d…" 
2409 "RT @_AceStayIcy: I'm not sexist but girls can't rap" sexism
2410 "RT @kburgess33: Idc who you are, hitting a child is worse than hitting a woman...sorry not sexist but this is sick" sexism
2411 "RT @SheNeededMusic: I'm not sexist but a woman is trying to explain to me what happened during the fight last night. Idk wtf she's talking …" 
2412 "RT @davidalice Why are LA women so bitchy? #notsexist" sexism
2413 "Yes! #weirdsexism is back! @hehweh It's kinda weird to think women have #genitals. #notsexist #justsaying" sexism
2414 "RT @frayers101: 3 car pile-up outside the house, 3 women drivers... #NoComment #NotSexist #Coincidence http://t.co/HQiAKjJwUW" 
2415 "RT @Bohagan81: Call me sexist all you want, but from stories/seeing this kind of stuff go down, women as a whole need to change how they co…" sexism
2416 "RT @GuruJeremy: Listen. I'm not sexist. But I'm a firm believer in the man setting the tone in the relationship" sexism
2417 "RT @victorlisboa76: I'm not sexist but litteraly I'm sorry sometimes women get too many rights. Yall ain't innocent at all. Like men can ne…" sexism
2418 "False. Equivalence. @HitlersBirthday: I'm not sexist i hate boys and girls equally." sexism
2419 "RT @NoToFeminism: I don't need fisesm women WANT to be stared at and catcalled when they wear revealing clothes that's why they invented th…" 
2420 "RT @RenaissanceReez Not sexist, but I promise women live gullibly Always seeing things how they want them to be instead of the reality" sexism
2421 "MALE OPINION PRESENTED AS FACT ALERT @snwojcik Call me sexist, but there has never been a funny woman stand up comedian" sexism
2422 "RT @ignorant_joe Call me sexist but any women sports reporter I can't listen to or even think their information is credible." 
2423 "RT @Wood_Chopper_: It's stupid AF I'm not sexist but my sister is hell of spoiled daddy's lil girl she hasn't had to work or struggle a day…" sexism
2424 "Wow, NO @mikehomosapien @sie_kensou77 @TrustedTrevor todays feminist thinks ""teach men not to rape"" is not sexist but it is" sexism
2425 "RT @TrustedTrevor: Radfems think men are to blame, when it's mostly other fems doing it to different groups among themselves #GamerGate htt…" sexism
2426 "RT @DeaniesWienies: My last Tweet, ???? Im not sexist but ummmm I think the whole equality thing is getting out of hand. We are different, …" sexism
2427 "RT @RichardMeal @sir_lummox maybe that's where they should focus? Less cunts on football. #notsexist" sexism
2428 "RT @sir_lummox: @RichardMeal ""Well son, you've scored a shitload of goals for the youth team, but we can't make you professional, because y…" sexism
2429 "RT @shubHASHISH Obviously this Big Boss 8 is scripted and fake. Have you ever seen a woman with so little luggage? #notsexist #plissescooz" sexism
2430 "RT @JoshuaYowler I'm not sexist. But damn. You want equality? Learn to not pull the ""I'm a woman"" card." 
2431 "RT @JordanWalker654 Lucky to come off that bus alive #womenbusdriverproblems #notsexist" 
2432 "I have a hint for you in my usename @et_tweet_home I'm not sexist, but I cannot watch a football game with a female announcer, idk why" sexism
2433 "RT @aristeodgo95 I swear I'm not sexist but damn! SOME women should not be behind the wheel of a vehicle..." sexism
2434 "Um @Iaaine i m not sexist but there are somethings girls just shouldnt do" sexism
2435 "RT @Connor_Reed77: I'm not sexist but there's no way the nhl should let women in. They play a non-checking game. It's two totally different…" sexism
2436 "RT @SOULxciety I'm not sexist but women get upset with other women for stupid reasons. Women constantly say they have ""haters""" sexism
2437 "RT @stuartreeves I'm not sexist but the thought of an all female Ghostbusters 3, scares me more than any ghost they could think up! #badidea" 
2438 "RT @M_delaFontaine: @mmjspelman @Stedman77Claire @mandbeck @YoungsMaggie @beckym1985 yes, I'm not sexist but it's very much a ladies job" 
2439 "RT @TiquanGray: Im not sexist but females now are trying to say that they're better than men, when they went through so much history saying…" sexism
2440 "WOW TOP SHELF COMEDY @TommyVirtue Siri I'm not sure if I should listen to a women giving me driving directions #sorry #notsexist" sexism
2441 "RT @nkilgore67: Call me sexist, but it really pisses me off when girls who know fuck all about football win huge bets. #WomenAgainstFeminis…" sexism
2442 "RT @Lewis__Duncan I'm not sexist but an all-female Ghostbusters is going to be just awful" sexism
2443 "RT @CasaMirth: I'm not sexist but also definitely not a fan of the rumour of Ghostbusters 3 with women. What next? Steel Magnolias 2 with d…" sexism
2444 "RT @TooBadDJs I'm not sexist at all, but I don't want to watch a ghostbusters film with just women in it #SoSueMe" sexism
2445 "RT @jackgillhouse: Now I'm not sexist, but an all-female Ghostbusters 3 with no connection to the original movies is quite possibly the wor…" sexism
2446 """I'm not sexist, I just become instantly virulent against women who accuse me of sexism.""" sexism
2447 "RT @Matty_Hammons I'm not sexist but girls constantly are complaining about stuff on TV, kind of annoying" sexism
2448 "RT @_SHARMAI I'm not sexist but I don't really fw female rappers" 
2449 "RT @SheaRettler The woman sports announcer for the badgers is making me want to use my mute button #notsexist" sexism
2450 "RT @831SNEAKS I'm not sexist but I never want to have a daughter cause even girls know how girls are." 
2451 "Yes @olijwilliams Call me sexist if you want, but I don't like female comedians. Don't know what to tell ya. Are they funny?" sexism
2452 "You're the closest to that @travisnashh don't call me sexist cause im the farthest from that, but holy fuck I hate feminine activists" sexism
2453 "RT @travisnashh: @YesYoureSexist because you hate a group doesn't make you sexist dumbass" sexism
2454 "RT @RyanGebble Hey so I'm not sexist but if you think Female Shepard is better than Male Shepard on Mass Effect you're basically broken" sexism
2455 "RT @MayatYahya Not sexist but just ain't the same with a woman presenting MOTD..fuck off get Gary back" sexism
2456 "Pretty sure reverse moves the bus, not the land. @LiamMacL45 I'm not sexist but this female bus driver can't reverse property." sexism
2457 "RT @RyanGebble: @YesYoureSexist FemShep is literally male Shepard with boobs, they're no different." sexism
2458 "RT @RyanGebble: @YesYoureSexist Because FemShep was a character created to appease people in a pathetic way and didn't add depth or any dif…" sexism
2459 "RT @bam_bambam3 I fucking hate rich ass snobby women that don't know there place in front of men! #notsexist #justventing" sexism
2460 "I don't see you with a pilot's license. @Rennie93 Females struggle driving cars.. Yet we have one flying our plane #notsexist #justhonest" sexism
2461 "RT @JJFComedy Most women are bad drivers just like most men are douchebag drivers #equality #notsexist #fact #LATraffic" sexism
2462 "Children do lack depth of analysis @17snelson I don't want to listen to a girl announcer when I'm watching the Iowa game. #sorry #notsexist" sexism
2463 "RT @DanielColetta: @ScottCarasik but I'd rather watch 2 no name welterweights than Layla Ali in her prime. Not sexist but men &amp; women compe…" sexism
2464 "RT @Vakeel_mem Two most funny twitter accounts: that of an intelligent man and a dumb woman ;) #NotSexist #SoPlease :P" 
2465 "RT @AA_Messinger I swear I'm not sexist but, women CAN NOT drive" sexism
2466 "RT @oglesbeast I refuse to watch a football game if a woman is commentating. I'm not sexist but some people just don't belong in some things" 
2467 "RT @Basedmane I'm not sexist but I can't listen to female commentators for men's sports." sexism
2468 "RT @Lord_Marx I'm not sexist but I hate all female rappers." sexism
2469 "Actually u need help @purexelegance Call me sexist but I actually have nightmares about Nancy Pelosi, Hillary Clinton, and Elizabeth Warren." sexism
2470 "RT @philmcaleavey: I'm not sexist or anything but wow, women can be totally cray cray at times haha" 
2471 "RT @spencerb14: I'm not sexist or anything but the idea of a female Captain Marvel irks me, stick with the original. Same goes with the fem…" sexism
2472 "Pick on someone your own size. @killYRidol @miamoughanni I'm not afraid to hit a woman I'm not sexist x" sexism
2473 "JUST FELT THE NEED 2 EXPRESS THIS 4 SOME REASON @benjorrell Don't get me wrong I'm not sexist, but seeing female engineers on site is weird" sexism
2474 "RT @CrownDominus Call me sexist if you want but it's true, when the last time you heard someone break up w/ a pretty quiet girl ?" sexism
2475 "@JaffaRef ""Women's sports are dumb"" --&gt; ""I won't pay to watch women's sports"" --&gt; ""why do women get paid $ if no one is watching them?""" sexism
2476 "RT @Cam_Matthews97 Call me sexist but am I the only person who doesn't find any female comedian funny in any way at all." sexism
2477 "RT @DaveGreene11: @YesYoureSexist we are in America. It's american women that complain of such." sexism
2478 "RT @carlyfreddy: I'm so not sexist but girls cannot wrap burritos at chipotle..... I think it's known fact. COME ON LADIES STEP IT UP" sexism
2479 "RT @NICKatnightt I'm not sexist but every female on ESPN looks completely lost when the guys start talking about football" 
2480 "@JulianSemenza If you hadn't noticed, feminists are against taking pictures of anyone without their consent. Nice strawman tho, would trash" sexism
2481 "Because it's so appropriate for school! @Whack_ I'm not sexist but I die laughing when dudes in class make sexists jokes" sexism
2482 "I suppose you shave yours, then? @skelato_r Im not sexist. But women should shave their goddamn legs." 
2483 "RT @JstnDvs_13 I can't stand any of the female sports commentators. I'm not sexist, but the only ones around are just dumb as shit." 
2484 "RT @Big_PoppaGaines I'm not sexist but I can't stand female commentators on sports" sexism
2485 "RT @connollyisking: Not sexist...But I cant have a woman discussing Rugby League. If its ladies Ruby League fine. Not PC so save any potent…" sexism
2486 "RT @rkp12588: @YesYoureSexist @DaveGreene11 Just wanted to point out overseas labour isn't solely women in sweatshops... http://t.co/8EvgBu…" 
2487 "RT @Moni_KidD This is not #SEXIST but my opposite sex can't drive for shit!!!" 
2488 "Self-awareness at critically low levels @YouknowitsDoug im not sexist but some bitches are dumb" sexism
2489 "RT @CBD4life Not sexist, but I don't like it when girls are on sports talk shows" sexism
2490 "RT @Banthemoms I'm not sexist but I hate feminists females already got equal rights stop complaining" sexism
2491 "No need to apologize; no one cares about your opinion @LeggUSMC I'm not sexist but women don't belong in the infantry. Sorry." sexism
2492 "RT @wk1jase I'm not sexist but they really making it hard to act otherwise. #franga" sexism
